# gravestone model catalogue
# repository	file	quantisation	bytes	downloads
library/mistral-small	mistral-small:22b-instruct-2409-q8_0	Q8_0	23640549248	3100000
library/mistral-small	mistral-small:24b	Q4_K_M	14333908384	3100000
library/mistral-small	mistral-small:24b-instruct-2501-fp16	F16	47153517984	3100000
library/mistral-small	mistral-small:24b-instruct-2501-q8_0	Q8_0	25054778784	3100000
library/snowflake-arctic-embed	snowflake-arctic-embed:137m	F16	274177792	3100000
library/snowflake-arctic-embed	snowflake-arctic-embed:l	F16	669481504	3100000
library/snowflake-arctic-embed	snowflake-arctic-embed:m	F16	218667776	3100000
library/snowflake-arctic-embed	snowflake-arctic-embed:s	F16	67185920	3100000
library/snowflake-arctic-embed	snowflake-arctic-embed:xs	F16	45827008	3100000
library/deepseek-coder-v2	deepseek-coder-v2:16b	Q4_0	8905109984	3000000
library/deepseek-coder-v2	deepseek-coder-v2:16b-lite-base-q2_K	Q2_K	6430464480	3000000
library/deepseek-coder-v2	deepseek-coder-v2:16b-lite-base-q3_K_L	Q3_K_L	8459398624	3000000
library/deepseek-coder-v2	deepseek-coder-v2:16b-lite-base-q3_K_M	Q3_K_M	8126606816	3000000
library/deepseek-coder-v2	deepseek-coder-v2:16b-lite-base-q3_K_S	Q3_K_S	7487663584	3000000
library/deepseek-coder-v2	deepseek-coder-v2:16b-lite-base-q4_0	Q4_0	8905109984	3000000
library/deepseek-coder-v2	deepseek-coder-v2:16b-lite-base-q4_1	Q4_1	9873437152	3000000
library/deepseek-coder-v2	deepseek-coder-v2:16b-lite-base-q4_K_M	Q4_K_M	10364416480	3000000
library/deepseek-coder-v2	deepseek-coder-v2:16b-lite-base-q4_K_S	Q4_K_S	9533608416	3000000
library/deepseek-coder-v2	deepseek-coder-v2:16b-lite-base-q5_0	Q5_0	10841764320	3000000
library/deepseek-coder-v2	deepseek-coder-v2:16b-lite-base-q5_1	Q5_1	11810091488	3000000
library/deepseek-coder-v2	deepseek-coder-v2:16b-lite-base-q5_K_M	Q5_K_M	11851313632	3000000
library/deepseek-coder-v2	deepseek-coder-v2:16b-lite-base-q5_K_S	Q5_K_S	11143057888	3000000
library/deepseek-coder-v2	deepseek-coder-v2:16b-lite-instruct-q2_K	Q2_K	6430464480	3000000
library/deepseek-coder-v2	deepseek-coder-v2:16b-lite-instruct-q3_K_L	Q3_K_L	8459398624	3000000
library/deepseek-coder-v2	deepseek-coder-v2:16b-lite-instruct-q3_K_M	Q3_K_M	8126606816	3000000
library/deepseek-coder-v2	deepseek-coder-v2:16b-lite-instruct-q3_K_S	Q3_K_S	7487663584	3000000
library/deepseek-coder-v2	deepseek-coder-v2:16b-lite-instruct-q4_1	Q4_1	9873437152	3000000
library/deepseek-coder-v2	deepseek-coder-v2:16b-lite-instruct-q4_K_M	Q4_K_M	10364416480	3000000
library/deepseek-coder-v2	deepseek-coder-v2:16b-lite-instruct-q4_K_S	Q4_K_S	9533608416	3000000
library/deepseek-coder-v2	deepseek-coder-v2:16b-lite-instruct-q5_0	Q5_0	10841764320	3000000
library/deepseek-coder-v2	deepseek-coder-v2:16b-lite-instruct-q5_1	Q5_1	11810091488	3000000
library/deepseek-coder-v2	deepseek-coder-v2:16b-lite-instruct-q5_K_S	Q5_K_S	11143057888	3000000
library/deepseek-coder-v2	deepseek-coder-v2:236b	Q4_0	132912454848	3000000
library/granite3.1-moe	granite3.1-moe:1b	Q8_0	1422239776	3000000
library/granite3.1-moe	granite3.1-moe:1b-instruct-q2_K	Q2_K	524429344	3000000
library/granite3.1-moe	granite3.1-moe:1b-instruct-q3_K_L	Q3_K_L	723593248	3000000
library/granite3.1-moe	granite3.1-moe:1b-instruct-q3_K_M	Q3_K_M	670771232	3000000
library/granite3.1-moe	granite3.1-moe:1b-instruct-q3_K_S	Q3_K_S	610052128	3000000
library/granite3.1-moe	granite3.1-moe:1b-instruct-q4_0	Q4_0	780511264	3000000
library/granite3.1-moe	granite3.1-moe:1b-instruct-q4_1	Q4_1	860727328	3000000
library/granite3.1-moe	granite3.1-moe:1b-instruct-q4_K_M	Q4_K_M	834037792	3000000
library/granite3.1-moe	granite3.1-moe:1b-instruct-q4_K_S	Q4_K_S	787064864	3000000
library/granite3.1-moe	granite3.1-moe:1b-instruct-q5_0	Q5_0	940943392	3000000
library/granite3.1-moe	granite3.1-moe:1b-instruct-q5_1	Q5_1	1021159456	3000000
library/granite3.1-moe	granite3.1-moe:1b-instruct-q5_K_M	Q5_K_M	968517664	3000000
library/granite3.1-moe	granite3.1-moe:1b-instruct-q5_K_S	Q5_K_S	940943392	3000000
library/granite3.1-moe	granite3.1-moe:1b-instruct-q6_K	Q6_K	1111402528	3000000
library/granite3.1-moe	granite3.1-moe:3b	Q4_K_M	2035174048	3000000
library/granite3.1-moe	granite3.1-moe:3b-instruct-q2_K	Q2_K	1259653792	3000000
library/granite3.1-moe	granite3.1-moe:3b-instruct-q3_K_L	Q3_K_L	1759824544	3000000
library/granite3.1-moe	granite3.1-moe:3b-instruct-q3_K_M	Q3_K_M	1629473440	3000000
library/granite3.1-moe	granite3.1-moe:3b-instruct-q3_K_S	Q3_K_S	1474349728	3000000
library/granite3.1-moe	granite3.1-moe:3b-instruct-q4_0	Q4_0	1902168736	3000000
library/granite3.1-moe	granite3.1-moe:3b-instruct-q4_1	Q4_1	2103495328	3000000
library/granite3.1-moe	granite3.1-moe:3b-instruct-q4_K_S	Q4_K_S	1918290592	3000000
library/granite3.1-moe	granite3.1-moe:3b-instruct-q5_0	Q5_0	2304821920	3000000
library/granite3.1-moe	granite3.1-moe:3b-instruct-q5_K_S	Q5_K_S	2304821920	3000000
library/orca-mini	orca-mini:13b	Q4_0	7365834624	3000000
library/orca-mini	orca-mini:3b	Q4_0	1979946752	3000000
library/orca-mini	orca-mini:3b-q4_1	Q4_1	2187690752	3000000
library/orca-mini	orca-mini:3b-q5_0	Q5_0	2395434752	3000000
library/orca-mini	orca-mini:3b-q5_1	Q5_1	2603178752	3000000
library/orca-mini	orca-mini:3b-q8_0	Q8_0	3641898752	3000000
library/orca-mini	orca-mini:70b	Q4_0	38872249248	3000000
library/orca-mini	orca-mini:7b	Q4_0	3825807040	3000000
library/orca-mini	orca-mini:7b-q2_K	Q2_K	2825975200	3000000
library/orca-mini	orca-mini:7b-q3_K_L	Q3_K_L	3597145504	3000000
library/orca-mini	orca-mini:7b-q3_K_M	Q3_K_M	3298039200	3000000
library/orca-mini	orca-mini:7b-q3_K_S	Q3_K_S	2948339104	3000000
library/orca-mini	orca-mini:7b-q4_0	Q4_0	3825841568	3000000
library/orca-mini	orca-mini:7b-v2-q2_K	Q2_K	2825940672	3000000
library/orca-mini	orca-mini:7b-v2-q3_K_L	Q3_K_L	3597110976	3000000
library/orca-mini	orca-mini:7b-v2-q3_K_M	Q3_K_M	3298004672	3000000
library/orca-mini	orca-mini:7b-v2-q3_K_S	Q3_K_S	2948304576	3000000
library/orca-mini	orca-mini:7b-v2-q4_0	Q4_0	3825807040	3000000
library/orca-mini	orca-mini:7b-v2-q4_K_S	Q4_K_S	3856740032	3000000
library/orca-mini	orca-mini:7b-v3-q2_K	Q2_K	2825940672	3000000
library/orca-mini	orca-mini:7b-v3-q3_K_L	Q3_K_L	3597110976	3000000
library/orca-mini	orca-mini:7b-v3-q3_K_M	Q3_K_M	3298004672	3000000
library/orca-mini	orca-mini:7b-v3-q3_K_S	Q3_K_S	2948304576	3000000
library/orca-mini	orca-mini:7b-v3-q4_K_S	Q4_K_S	3856740032	3000000
library/starcoder2	starcoder2:15b	Q4_0	9065400160	3000000
library/starcoder2	starcoder2:3b	Q4_0	1709888576	3000000
library/starcoder2	starcoder2:3b-q2_K	Q2_K	1149187136	3000000
library/starcoder2	starcoder2:3b-q3_K_L	Q3_K_L	1678591040	3000000
library/starcoder2	starcoder2:3b-q3_K_M	Q3_K_M	1513047104	3000000
library/starcoder2	starcoder2:3b-q3_K_S	Q3_K_S	1307554880	3000000
library/starcoder2	starcoder2:3b-q4_1	Q4_1	1899222080	3000000
library/starcoder2	starcoder2:3b-q4_K_M	Q4_K_M	1848976448	3000000
library/starcoder2	starcoder2:3b-q4_K_S	Q4_K_S	1743311936	3000000
library/starcoder2	starcoder2:3b-q5_0	Q5_0	2088555584	3000000
library/starcoder2	starcoder2:3b-q5_1	Q5_1	2277889088	3000000
library/starcoder2	starcoder2:3b-q5_K_M	Q5_K_M	2160206912	3000000
library/starcoder2	starcoder2:3b-q5_K_S	Q5_K_S	2088555584	3000000
library/starcoder2	starcoder2:3b-q6_K	Q6_K	2490889280	3000000
library/starcoder2	starcoder2:3b-q8_0	Q8_0	3224556608	3000000
library/starcoder2	starcoder2:7b	Q4_0	4042799936	3000000
library/starcoder2	starcoder2:7b-q2_K	Q2_K	2724543296	3000000
library/starcoder2	starcoder2:7b-q3_K_L	Q3_K_L	3985587008	3000000
library/starcoder2	starcoder2:7b-q3_K_M	Q3_K_M	3594533696	3000000
library/starcoder2	starcoder2:7b-q3_K_S	Q3_K_S	3090234176	3000000
library/starcoder2	starcoder2:7b-q4_1	Q4_1	4491066176	3000000
library/starcoder2	starcoder2:7b-q4_K_M	Q4_K_M	4402887488	3000000
library/starcoder2	starcoder2:7b-q4_K_S	Q4_K_S	4128914240	3000000
library/starcoder2	starcoder2:instruct	Q4_0	9065400736	3000000
library/nemotron-3-super	nemotron-3-super:120b	Q4_K_M	86827809984	2900000
library/nemotron-3-super	nemotron-3-super:120b-a12b-bf16	BF16	247408147616	2900000
library/nemotron-3-super	nemotron-3-super:120b-a12b-q8_0	Q8_0	131606035648	2900000
library/mixtral	mixtral:8x7b	Q4_0	26443590560	2800000
library/mixtral	mixtral:8x7b-instruct-v0.1-q2_K	Q2_K	17311230880	2800000
library/mixtral	mixtral:8x7b-instruct-v0.1-q3_K_L	Q3_K_L	24169647008	2800000
library/mixtral	mixtral:8x7b-instruct-v0.1-q3_K_M	Q3_K_M	22546451360	2800000
library/mixtral	mixtral:8x7b-instruct-v0.1-q3_K_S	Q3_K_S	20432522144	2800000
library/mixtral	mixtral:8x7b-instruct-v0.1-q4_1	Q4_1	29337463712	2800000
library/mixtral	mixtral:8x7b-instruct-v0.1-q4_K_M	Q4_K_M	28448467872	2800000
library/mixtral	mixtral:8x7b-instruct-v0.1-q4_K_S	Q4_K_S	26745580448	2800000
library/mixtral	mixtral:8x7b-instruct-v0.1-q5_0	Q5_0	32231336864	2800000
library/mixtral	mixtral:8x7b-instruct-v0.1-q5_K_M	Q5_K_M	33229581216	2800000
library/mixtral	mixtral:8x7b-instruct-v0.1-q5_K_S	Q5_K_S	32231336864	2800000
library/mixtral	mixtral:8x7b-text-v0.1-q2_K	Q2_K	17311229408	2800000
library/mixtral	mixtral:8x7b-text-v0.1-q3_K_L	Q3_K_L	24169645536	2800000
library/mixtral	mixtral:8x7b-text-v0.1-q3_K_M	Q3_K_M	22546449888	2800000
library/mixtral	mixtral:8x7b-text-v0.1-q3_K_S	Q3_K_S	20432520672	2800000
library/mixtral	mixtral:8x7b-text-v0.1-q4_1	Q4_1	29337462240	2800000
library/mixtral	mixtral:8x7b-text-v0.1-q4_K_M	Q4_K_M	28448466400	2800000
library/mixtral	mixtral:8x7b-text-v0.1-q4_K_S	Q4_K_S	26745578976	2800000
library/mixtral	mixtral:8x7b-text-v0.1-q5_0	Q5_0	32231335392	2800000
library/mixtral	mixtral:8x7b-text-v0.1-q5_1	Q5_1	35125208544	2800000
library/mixtral	mixtral:8x7b-text-v0.1-q5_K_M	Q5_K_M	33229579744	2800000
library/mixtral	mixtral:8x7b-text-v0.1-q5_K_S	Q5_K_S	32231335392	2800000
library/mixtral	mixtral:text	Q4_0	26443589088	2800000
library/mixtral	mixtral:v0.1	Q4_0	79521266688	2800000
library/llama2-uncensored	llama2-uncensored:70b	Q4_0	38872249248	2700000
library/llama2-uncensored	llama2-uncensored:70b-chat-q2_K	Q2_K	29279253408	2700000
library/llama2-uncensored	llama2-uncensored:70b-chat-q3_K_L	Q3_K_L	36147835808	2700000
library/llama2-uncensored	llama2-uncensored:70b-chat-q3_K_M	Q3_K_M	33186657184	2700000
library/llama2-uncensored	llama2-uncensored:70b-chat-q3_K_S	Q3_K_S	29919294368	2700000
library/llama2-uncensored	llama2-uncensored:70b-chat-q4_1	Q4_1	43166823328	2700000
library/llama2-uncensored	llama2-uncensored:70b-chat-q4_K_M	Q4_K_M	41422910368	2700000
library/llama2-uncensored	llama2-uncensored:70b-chat-q4_K_S	Q4_K_S	39073575840	2700000
library/llama2-uncensored	llama2-uncensored:70b-chat-q5_0	Q5_0	47461397408	2700000
library/llama2-uncensored	llama2-uncensored:7b	Q4_0	3825807040	2700000
library/llama2-uncensored	llama2-uncensored:7b-chat-fp16	F16	13478104736	2700000
library/llama2-uncensored	llama2-uncensored:7b-chat-q2_K	Q2_K	2825940672	2700000
library/llama2-uncensored	llama2-uncensored:7b-chat-q3_K_L	Q3_K_L	3597110976	2700000
library/llama2-uncensored	llama2-uncensored:7b-chat-q3_K_M	Q3_K_M	3298004672	2700000
library/llama2-uncensored	llama2-uncensored:7b-chat-q3_K_S	Q3_K_S	2948304576	2700000
library/llama2-uncensored	llama2-uncensored:7b-chat-q4_1	Q4_1	4238749376	2700000
library/llama2-uncensored	llama2-uncensored:7b-chat-q4_K_M	Q4_K_M	4081004224	2700000
library/llama2-uncensored	llama2-uncensored:7b-chat-q4_K_S	Q4_K_S	3856740032	2700000
library/llama2-uncensored	llama2-uncensored:7b-chat-q5_0	Q5_0	4651691712	2700000
library/llama2-uncensored	llama2-uncensored:7b-chat-q5_1	Q5_1	5064634048	2700000
library/llama2-uncensored	llama2-uncensored:7b-chat-q5_K_M	Q5_K_M	4783156928	2700000
library/llama2-uncensored	llama2-uncensored:7b-chat-q5_K_S	Q5_K_S	4651691712	2700000
library/llama2-uncensored	llama2-uncensored:7b-chat-q6_K	Q6_K	5529194176	2700000
library/llama2-uncensored	llama2-uncensored:7b-chat-q8_0	Q8_0	7161089728	2700000
library/falcon3	falcon3:10b	Q4_K_M	6287519808	2600000
library/falcon3	falcon3:10b-instruct-fp16	F16	20616556608	2600000
library/falcon3	falcon3:10b-instruct-q8_0	Q8_0	10955239488	2600000
library/falcon3	falcon3:1b	Q8_0	1778709056	2600000
library/falcon3	falcon3:1b-instruct-fp16	F16	3343708736	2600000
library/falcon3	falcon3:1b-instruct-q4_K_M	Q4_K_M	1057043008	2600000
library/falcon3	falcon3:3b	Q4_K_M	2005682848	2600000
library/falcon3	falcon3:3b-instruct-fp16	F16	6460328608	2600000
library/falcon3	falcon3:3b-instruct-q8_0	Q8_0	3434531488	2600000
library/falcon3	falcon3:7b	Q4_K_M	4569724768	2600000
library/falcon3	falcon3:7b-instruct-fp16	F16	14916196192	2600000
library/falcon3	falcon3:7b-instruct-q8_0	Q8_0	7926781792	2600000
library/mistral-small3.2	mistral-small3.2:24b	Q4_K_M	15177369888	2400000
library/mistral-small3.2	mistral-small3.2:24b-instruct-2506-fp16	F16	48032073952	2400000
library/mistral-small3.2	mistral-small3.2:24b-instruct-2506-q8_0	Q8_0	25909741856	2400000
library/llava-llama3	llava-llama3:8b	Q4_K_M	4921246944	2300000
library/llava-llama3	llava-llama3:8b-v1.1-fp16	F16	16069403840	2300000
library/qwq	qwq:32b	Q4_K_M	19851336480	2300000
library/qwq	qwq:32b-fp16	F16	65535970080	2300000
library/qwq	qwq:32b-preview-fp16	F16	65535969952	2300000
library/qwq	qwq:32b-preview-q4_K_M	Q4_K_M	19851336352	2300000
library/qwq	qwq:32b-preview-q8_0	Q8_0	34820885152	2300000
library/qwq	qwq:32b-q8_0	Q8_0	34820885280	2300000
library/translategemma	translategemma:12b	Q4_K_M	8109818272	2200000
library/translategemma	translategemma:12b-it-bf16	BF16	24392811008	2200000
library/translategemma	translategemma:12b-it-q8_0	Q8_0	13329279520	2200000
library/translategemma	translategemma:27b	Q4_K_M	17358640928	2200000
library/translategemma	translategemma:27b-it-bf16	BF16	54884162688	2200000
library/translategemma	translategemma:27b-it-q8_0	Q8_0	29530578080	2200000
library/translategemma	translategemma:4b	Q4_K_M	3298866368	2200000
library/translategemma	translategemma:4b-it-bf16	BF16	8617513888	2200000
library/translategemma	translategemma:4b-it-q8_0	Q8_0	4946520000	2200000
library/cogito	cogito:14b	Q4_K_M	8985277984	2100000
library/cogito	cogito:14b-v1-preview-qwen-fp16	F16	29539537120	2100000
library/cogito	cogito:14b-v1-preview-qwen-q8_0	Q8_0	15697249120	2100000
library/cogito	cogito:32b	Q4_K_M	19848503584	2100000
library/cogito	cogito:32b-v1-preview-qwen-fp16	F16	65527790560	2100000
library/cogito	cogito:32b-v1-preview-qwen-q8_0	Q8_0	34816536160	2100000
library/cogito	cogito:3b	Q4_K_M	2241004448	2100000
library/cogito	cogito:3b-v1-preview-llama-fp16	F16	7221693344	2100000
library/cogito	cogito:3b-v1-preview-llama-q8_0	Q8_0	3840527264	2100000
library/cogito	cogito:70b	Q4_K_M	42520398112	2100000
library/cogito	cogito:70b-v1-preview-llama-fp16	F16	141117917472	2100000
library/cogito	cogito:70b-v1-preview-llama-q8_0	Q8_0	74975054112	2100000
library/cogito	cogito:8b	Q4_K_M	4920738848	2100000
library/cogito	cogito:8b-v1-preview-llama-q8_0	Q8_0	8540775456	2100000
library/dolphin-llama3	dolphin-llama3:70b	Q4_0	39969754688	2100000
library/dolphin-llama3	dolphin-llama3:8b	Q4_0	4661222752	2100000
library/dolphin-llama3	dolphin-llama3:8b-256k	Q4_0	4661222688	2100000
library/dolphin-llama3	dolphin-llama3:8b-256k-v2.9-q2_K	Q2_K	3179140512	2100000
library/dolphin-llama3	dolphin-llama3:8b-256k-v2.9-q3_K_L	Q3_K_L	4321966304	2100000
library/dolphin-llama3	dolphin-llama3:8b-256k-v2.9-q3_K_M	Q3_K_M	4018927840	2100000
library/dolphin-llama3	dolphin-llama3:8b-256k-v2.9-q3_K_S	Q3_K_S	3664509152	2100000
library/dolphin-llama3	dolphin-llama3:8b-256k-v2.9-q4_1	Q4_1	5130264352	2100000
library/dolphin-llama3	dolphin-llama3:8b-256k-v2.9-q4_K_M	Q4_K_M	4920745248	2100000
library/dolphin-llama3	dolphin-llama3:8b-256k-v2.9-q4_K_S	Q4_K_S	4692679968	2100000
library/dolphin-llama3	dolphin-llama3:8b-256k-v2.9-q5_0	Q5_0	5599306016	2100000
library/dolphin-llama3	dolphin-llama3:8b-256k-v2.9-q5_1	Q5_1	6068347680	2100000
library/dolphin-llama3	dolphin-llama3:8b-256k-v2.9-q5_K_M	Q5_K_M	5732999456	2100000
library/dolphin-llama3	dolphin-llama3:8b-256k-v2.9-q5_K_S	Q5_K_S	5599306016	2100000
library/dolphin-llama3	dolphin-llama3:8b-v2.9-q2_K	Q2_K	3179140576	2100000
library/dolphin-llama3	dolphin-llama3:8b-v2.9-q3_K_L	Q3_K_L	4321966368	2100000
library/dolphin-llama3	dolphin-llama3:8b-v2.9-q3_K_M	Q3_K_M	4018927904	2100000
library/dolphin-llama3	dolphin-llama3:8b-v2.9-q3_K_S	Q3_K_S	3664509216	2100000
library/dolphin-llama3	dolphin-llama3:8b-v2.9-q4_1	Q4_1	5130264416	2100000
library/dolphin-llama3	dolphin-llama3:8b-v2.9-q4_K_M	Q4_K_M	4920745312	2100000
library/dolphin-llama3	dolphin-llama3:8b-v2.9-q4_K_S	Q4_K_S	4692680032	2100000
library/dolphin-llama3	dolphin-llama3:8b-v2.9-q5_0	Q5_0	5599306080	2100000
library/dolphin-llama3	dolphin-llama3:8b-v2.9-q5_K_M	Q5_K_M	5732999520	2100000
library/dolphin-llama3	dolphin-llama3:8b-v2.9-q5_K_S	Q5_K_S	5599306080	2100000
library/gemma3n	gemma3n:e2b	Q4_K_M	5621607424	2100000
library/gemma3n	gemma3n:e2b-it-fp16	F16	8929148896	2100000
library/gemma3n	gemma3n:e2b-it-q8_0	Q8_0	6639418368	2100000
library/gemma3n	gemma3n:e4b	Q4_K_M	7547579904	2100000
library/gemma3n	gemma3n:e4b-it-fp16	F16	13750405088	2100000
library/gemma3n	gemma3n:e4b-it-q8_0	Q8_0	9515445760	2100000
library/smollm	smollm:1.7b	Q4_0	990729248	2100000
library/smollm	smollm:135m	Q4_0	91727296	2100000
library/smollm	smollm:135m-base-v0.2-q2_K	Q2_K	88201312	2100000
library/smollm	smollm:135m-base-v0.2-q3_K_L	Q3_K_L	97532512	2100000
library/smollm	smollm:135m-base-v0.2-q3_K_M	Q3_K_M	93509728	2100000
library/smollm	smollm:135m-base-v0.2-q3_K_S	Q3_K_S	88201312	2100000
library/smollm	smollm:135m-base-v0.2-q4_0	Q4_0	91726432	2100000
library/smollm	smollm:135m-base-v0.2-q4_1	Q4_1	98361952	2100000
library/smollm	smollm:135m-base-v0.2-q4_K_M	Q4_K_M	105453664	2100000
library/smollm	smollm:135m-base-v0.2-q4_K_S	Q4_K_S	102039136	2100000
library/smollm	smollm:135m-base-v0.2-q5_0	Q5_0	104997472	2100000
library/smollm	smollm:135m-base-v0.2-q5_1	Q5_1	111632992	2100000
library/smollm	smollm:135m-base-v0.2-q5_K_S	Q5_K_S	109974112	2100000
library/smollm	smollm:135m-instruct-v0.2-q2_K	Q2_K	88202176	2100000
library/smollm	smollm:135m-instruct-v0.2-q3_K_L	Q3_K_L	97533376	2100000
library/smollm	smollm:135m-instruct-v0.2-q3_K_M	Q3_K_M	93510592	2100000
library/smollm	smollm:135m-instruct-v0.2-q3_K_S	Q3_K_S	88202176	2100000
library/smollm	smollm:135m-instruct-v0.2-q4_1	Q4_1	98362816	2100000
library/smollm	smollm:135m-instruct-v0.2-q4_K_M	Q4_K_M	105454528	2100000
library/smollm	smollm:135m-instruct-v0.2-q4_K_S	Q4_K_S	102040000	2100000
library/smollm	smollm:135m-instruct-v0.2-q5_0	Q5_0	104998336	2100000
library/smollm	smollm:135m-instruct-v0.2-q5_1	Q5_1	111633856	2100000
library/smollm	smollm:135m-instruct-v0.2-q5_K_S	Q5_K_S	109974976	2100000
library/smollm	smollm:360m	Q4_0	229118944	2100000
library/qwen3-coder-next	qwen3-coder-next:q4_K_M	Q4_K_M	51741599936	2000000
library/qwen3-coder-next	qwen3-coder-next:q8_0	Q8_0	84812664640	2000000
library/dolphin-mixtral	dolphin-mixtral:8x22b	Q4_0	79509230688	1900000
library/dolphin-mixtral	dolphin-mixtral:8x7b	Q4_0	26443602208	1900000
library/dolphin-mixtral	dolphin-mixtral:8x7b-v2.5-q2_K	Q2_K	17311240832	1900000
library/dolphin-mixtral	dolphin-mixtral:8x7b-v2.5-q3_K_L	Q3_K_L	24169657792	1900000
library/dolphin-mixtral	dolphin-mixtral:8x7b-v2.5-q3_K_M	Q3_K_M	22546462144	1900000
library/dolphin-mixtral	dolphin-mixtral:8x7b-v2.5-q3_K_S	Q3_K_S	20432532928	1900000
library/dolphin-mixtral	dolphin-mixtral:8x7b-v2.5-q4_K_M	Q4_K_M	28448479744	1900000
library/dolphin-mixtral	dolphin-mixtral:8x7b-v2.5-q4_K_S	Q4_K_S	26745592320	1900000
library/dolphin-mixtral	dolphin-mixtral:8x7b-v2.6-q2_K	Q2_K	17311240576	1900000
library/dolphin-mixtral	dolphin-mixtral:8x7b-v2.6-q3_K_L	Q3_K_L	24169657536	1900000
library/dolphin-mixtral	dolphin-mixtral:8x7b-v2.6-q3_K_M	Q3_K_M	22546461888	1900000
library/dolphin-mixtral	dolphin-mixtral:8x7b-v2.6-q3_K_S	Q3_K_S	20432532672	1900000
library/dolphin-mixtral	dolphin-mixtral:8x7b-v2.6-q4_1	Q4_1	29337475840	1900000
library/dolphin-mixtral	dolphin-mixtral:8x7b-v2.6-q4_K_M	Q4_K_M	28448479488	1900000
library/dolphin-mixtral	dolphin-mixtral:8x7b-v2.6-q4_K_S	Q4_K_S	26745592064	1900000
library/dolphin-mixtral	dolphin-mixtral:8x7b-v2.7-q2_K	Q2_K	17311240608	1900000
library/dolphin-mixtral	dolphin-mixtral:8x7b-v2.7-q3_K_L	Q3_K_L	24169657568	1900000
library/dolphin-mixtral	dolphin-mixtral:8x7b-v2.7-q3_K_M	Q3_K_M	22546461920	1900000
library/dolphin-mixtral	dolphin-mixtral:8x7b-v2.7-q3_K_S	Q3_K_S	20432532704	1900000
library/dolphin-mixtral	dolphin-mixtral:8x7b-v2.7-q4_1	Q4_1	29337475872	1900000
library/dolphin-mixtral	dolphin-mixtral:8x7b-v2.7-q4_K_M	Q4_K_M	28448479520	1900000
library/dolphin-mixtral	dolphin-mixtral:8x7b-v2.7-q4_K_S	Q4_K_S	26745592096	1900000
library/dolphin-mixtral	dolphin-mixtral:v2.5	Q4_0	26443602432	1900000
library/dolphin-mixtral	dolphin-mixtral:v2.6	Q4_0	26443602176	1900000
library/embeddinggemma	embeddinggemma:300m	BF16	621867104	1900000
library/embeddinggemma	embeddinggemma:300m-qat-q4_0	Q4_0	238530688	1900000
library/embeddinggemma	embeddinggemma:300m-qat-q8_0	Q8_0	338014336	1900000
library/llama4	llama4:128x17b	Q4_K_M	244844056032	1800000
library/llama4	llama4:17b-maverick-128e-instruct-fp16	F16	803216825312	1800000
library/llama4	llama4:17b-maverick-128e-instruct-q8_0	Q8_0	427800607712	1800000
library/llama4	llama4:17b-scout-16e-instruct-fp16	F16	217309264320	1800000
library/llama4	llama4:17b-scout-16e-instruct-q8_0	Q8_0	116515101120	1800000
library/llama4	llama4:scout	Q4_K_M	67436800960	1800000
library/dolphin-mistral	dolphin-mistral:7b	Q4_0	4108928128	1700000
library/dolphin-mistral	dolphin-mistral:7b-v2-q2_K	Q2_K	3083098304	1700000
library/dolphin-mistral	dolphin-mistral:7b-v2-q3_K_M	Q3_K_M	3518986432	1700000
library/dolphin-mistral	dolphin-mistral:7b-v2-q3_K_S	Q3_K_S	3164567744	1700000
library/dolphin-mistral	dolphin-mistral:7b-v2.1-q2_K	Q2_K	3083107552	1700000
library/dolphin-mistral	dolphin-mistral:7b-v2.1-q3_K_M	Q3_K_M	3518996512	1700000
library/dolphin-mistral	dolphin-mistral:7b-v2.1-q3_K_S	Q3_K_S	3164577824	1700000
library/dolphin-mistral	dolphin-mistral:7b-v2.2-q2_K	Q2_K	3083107552	1700000
library/dolphin-mistral	dolphin-mistral:7b-v2.2-q3_K_M	Q3_K_M	3518996512	1700000
library/dolphin-mistral	dolphin-mistral:7b-v2.2-q3_K_S	Q3_K_S	3164577824	1700000
library/dolphin-mistral	dolphin-mistral:7b-v2.2.1-q2_K	Q2_K	3083107552	1700000
library/dolphin-mistral	dolphin-mistral:7b-v2.2.1-q3_K_M	Q3_K_M	3518996512	1700000
library/dolphin-mistral	dolphin-mistral:7b-v2.2.1-q3_K_S	Q3_K_S	3164577824	1700000
library/dolphin-mistral	dolphin-mistral:7b-v2.6-dpo-laser-q2_K	Q2_K	3084038912	1700000
library/dolphin-mistral	dolphin-mistral:7b-v2.6-dpo-laser-q3_K_S	Q3_K_S	3165508768	1700000
library/dolphin-mistral	dolphin-mistral:7b-v2.6-q2_K	Q2_K	3084038912	1700000
library/dolphin-mistral	dolphin-mistral:7b-v2.6-q3_K_S	Q3_K_S	3165508768	1700000
library/dolphin-mistral	dolphin-mistral:7b-v2.8-q2_K	Q2_K	2719251712	1700000
library/dolphin-mistral	dolphin-mistral:7b-v2.8-q3_K_S	Q3_K_S	3164577856	1700000
library/dolphin-mistral	dolphin-mistral:v2	Q4_0	4108916928	1700000
library/dolphin-mistral	dolphin-mistral:v2.1	Q4_0	4108928096	1700000
library/dolphin-mistral	dolphin-mistral:v2.2	Q4_0	4108928096	1700000
library/dolphin-mistral	dolphin-mistral:v2.2.1	Q4_0	4108928096	1700000
library/dolphin-mistral	dolphin-mistral:v2.6	Q4_0	4109858496	1700000
