# gravestone model catalogue
# repository	file	quantisation	bytes	downloads
library/gemma	gemma:2b-instruct-v1.1-q4_K_S	Q4_K_S	1559840480	8199999
library/gemma	gemma:2b-text	Q4_0	1678447520	8199999
library/gemma	gemma:2b-text-q2_K	Q2_K	1285182368	8199999
library/gemma	gemma:2b-text-q3_K_L	Q3_K_L	1592849312	8199999
library/gemma	gemma:2b-text-q3_K_M	Q3_K_M	1511060384	8199999
library/gemma	gemma:2b-text-q3_K_S	Q3_K_S	1415238560	8199999
library/gemma	gemma:2b-text-q4_K_M	Q4_K_M	1757520800	8199999
library/gemma	gemma:2b-text-q4_K_S	Q4_K_S	1687098272	8199999
library/gemma	gemma:2b-v1.1	Q4_0	1551189728	8199999
library/gemma	gemma:7b	Q4_0	5011844064	8199999
library/gemma	gemma:text	Q4_0	5202729120	8199999
library/phi4	phi4:14b	Q4_K_M	9053114464	7700000
library/phi4	phi4:14b-fp16	F16	29323399264	7700000
library/phi4	phi4:14b-q8_0	Q8_0	15580500064	7700000
library/qwen	qwen:0.5b	Q4_0	394990624	7700000
library/qwen	qwen:0.5b-chat-v1.5-q2_K	Q2_K	298412864	7700000
library/qwen	qwen:0.5b-chat-v1.5-q3_K_L	Q3_K_L	364201792	7700000
library/qwen	qwen:0.5b-chat-v1.5-q3_K_M	Q3_K_M	349882176	7700000
library/qwen	qwen:0.5b-chat-v1.5-q3_K_S	Q3_K_S	333383488	7700000
library/qwen	qwen:0.5b-chat-v1.5-q4_1	Q4_1	423982112	7700000
library/qwen	qwen:0.5b-chat-v1.5-q4_K_M	Q4_K_M	407155520	7700000
library/qwen	qwen:0.5b-chat-v1.5-q4_K_S	Q4_K_S	396596032	7700000
library/qwen	qwen:0.5b-text	Q4_0	394990368	7700000
library/qwen	qwen:0.5b-text-v1.5-q2_K	Q2_K	298412832	7700000
library/qwen	qwen:0.5b-text-v1.5-q3_K_L	Q3_K_L	364201760	7700000
library/qwen	qwen:0.5b-text-v1.5-q3_K_M	Q3_K_M	349882144	7700000
library/qwen	qwen:0.5b-text-v1.5-q3_K_S	Q3_K_S	333383456	7700000
library/qwen	qwen:0.5b-text-v1.5-q4_1	Q4_1	423981856	7700000
library/qwen	qwen:0.5b-text-v1.5-q4_K_M	Q4_K_M	407155488	7700000
library/qwen	qwen:0.5b-text-v1.5-q4_K_S	Q4_K_S	396596000	7700000
library/qwen	qwen:0.5b-text-v1.5-q5_0	Q5_0	452973344	7700000
library/qwen	qwen:1.8b	Q4_0	1120235328	7700000
library/qwen	qwen:110b	Q4_0	62890072480	7700000
library/qwen	qwen:14b	Q4_0	8179322304	7700000
library/qwen	qwen:32b	Q4_0	18498670240	7700000
library/qwen	qwen:4b	Q4_0	2330085408	7700000
library/qwen	qwen:72b	Q4_0	41000393024	7700000
library/qwen	qwen:7b	Q4_0	4511906976	7700000
library/llama2	llama2:13b	Q4_0	7366808800	7400000
library/llama2	llama2:70b	Q4_0	38873223392	7400000
library/llama2	llama2:7b	Q4_0	3826781184	7400000
library/llama2	llama2:7b-chat-q2_K	Q2_K	2826914816	7400000
library/llama2	llama2:7b-chat-q3_K_L	Q3_K_L	3598085120	7400000
library/llama2	llama2:7b-chat-q3_K_M	Q3_K_M	3298978816	7400000
library/llama2	llama2:7b-chat-q3_K_S	Q3_K_S	2949278720	7400000
library/llama2	llama2:7b-chat-q4_1	Q4_1	4239723520	7400000
library/llama2	llama2:7b-chat-q4_K_M	Q4_K_M	4081978368	7400000
library/llama2	llama2:7b-chat-q4_K_S	Q4_K_S	3857714176	7400000
library/llama2	llama2:7b-chat-q5_0	Q5_0	4652665856	7400000
library/llama2	llama2:7b-chat-q5_K_M	Q5_K_M	4784131072	7400000
library/llama2	llama2:7b-chat-q5_K_S	Q5_K_S	4652665856	7400000
library/llama2	llama2:7b-text-q2_K	Q2_K	2826913952	7400000
library/llama2	llama2:7b-text-q3_K_L	Q3_K_L	3598084256	7400000
library/llama2	llama2:7b-text-q3_K_M	Q3_K_M	3298977952	7400000
library/llama2	llama2:7b-text-q3_K_S	Q3_K_S	2949277856	7400000
library/llama2	llama2:7b-text-q4_1	Q4_1	4239722656	7400000
library/llama2	llama2:7b-text-q4_K_M	Q4_K_M	4081977504	7400000
library/llama2	llama2:7b-text-q4_K_S	Q4_K_S	3857713312	7400000
library/llama2	llama2:7b-text-q5_0	Q5_0	4652664992	7400000
library/llama2	llama2:7b-text-q5_K_M	Q5_K_M	4784130208	7400000
library/llama2	llama2:7b-text-q5_K_S	Q5_K_S	4652664992	7400000
library/llama2	llama2:text	Q4_0	3826780320	7400000
library/glm-ocr	glm-ocr:bf16	F16	2219298752	7100000
library/glm-ocr	glm-ocr:q8_0	Q8_0	1588187104	7100000
library/qwen3.6	qwen3.6:27b	Q4_K_M	16837919680	6400000
library/qwen3.6	qwen3.6:27b-bf16	BF16	55581030080	6400000
library/qwen3.6	qwen3.6:27b-mtp-bf16	BF16	54658724800	6400000
library/qwen3.6	qwen3.6:27b-mtp-q8_0	Q8_0	29048075200	6400000
library/qwen3.6	qwen3.6:27b-q4_K_M	Q4_K_M	17420420832	6400000
library/qwen3.6	qwen3.6:27b-q8_0	Q8_0	29970380512	6400000
library/qwen3.6	qwen3.6:35b	Q4_K_M	21718480960	6400000
library/qwen3.6	qwen3.6:35b-a3b-bf16	BF16	71361858816	6400000
library/qwen3.6	qwen3.6:35b-a3b-mtp-bf16	BF16	71067818048	6400000
library/qwen3.6	qwen3.6:35b-a3b-mtp-q8_0	Q8_0	37802973248	6400000
library/qwen3.6	qwen3.6:35b-a3b-q4_K_M	Q4_K_M	23938321664	6400000
library/qwen3.6	qwen3.6:35b-a3b-q8_0	Q8_0	38696955136	6400000
library/bge-m3	bge-m3:567m	F16	1157671200	6300000
library/qwen2	qwen2:0.5b	Q4_0	352151968	6200000
library/qwen2	qwen2:0.5b-instruct-fp16	F16	994153888	6200000
library/qwen2	qwen2:0.5b-instruct-q2_K	Q2_K	338604448	6200000
library/qwen2	qwen2:0.5b-instruct-q3_K_L	Q3_K_L	369355168	6200000
library/qwen2	qwen2:0.5b-instruct-q3_K_M	Q3_K_M	355463584	6200000
library/qwen2	qwen2:0.5b-instruct-q3_K_S	Q3_K_S	338260384	6200000
library/qwen2	qwen2:0.5b-instruct-q4_1	Q4_1	374516128	6200000
library/qwen2	qwen2:0.5b-instruct-q4_K_M	Q4_K_M	397804960	6200000
library/qwen2	qwen2:0.5b-instruct-q4_K_S	Q4_K_S	385468832	6200000
library/qwen2	qwen2:0.5b-instruct-q5_0	Q5_0	396880288	6200000
library/qwen2	qwen2:0.5b-instruct-q5_1	Q5_1	419244448	6200000
library/qwen2	qwen2:0.5b-instruct-q5_K_M	Q5_K_M	420083104	6200000
library/qwen2	qwen2:0.5b-instruct-q5_K_S	Q5_K_S	412707232	6200000
library/qwen2	qwen2:0.5b-instruct-q6_K	Q6_K	505733536	6200000
library/qwen2	qwen2:0.5b-instruct-q8_0	Q8_0	531065248	6200000
library/qwen2	qwen2:1.5b	Q4_0	934952032	6200000
library/qwen2	qwen2:1.5b-instruct-q2_K	Q2_K	676301920	6200000
library/qwen2	qwen2:1.5b-instruct-q3_K_L	Q3_K_L	880159840	6200000
library/qwen2	qwen2:1.5b-instruct-q3_K_M	Q3_K_M	824175712	6200000
library/qwen2	qwen2:1.5b-instruct-q3_K_S	Q3_K_S	760941664	6200000
library/qwen2	qwen2:1.5b-instruct-q4_K_M	Q4_K_M	986045536	6200000
library/qwen2	qwen2:1.5b-instruct-q4_K_S	Q4_K_S	940309600	6200000
library/qwen2	qwen2:72b	Q4_0	41231735264	6200000
library/qwen2	qwen2:7b	Q4_0	4431388192	6200000
library/codellama	codellama:13b	Q4_0	7365948416	6000000
library/codellama	codellama:34b	Q4_0	19052048512	6000000
library/codellama	codellama:70b	Q4_0	38872431040	6000000
library/codellama	codellama:7b	Q4_0	3825898144	6000000
library/codellama	codellama:7b-code-q2_K	Q2_K	2826016416	6000000
library/codellama	codellama:7b-code-q3_K_L	Q3_K_L	3597193376	6000000
library/codellama	codellama:7b-code-q3_K_M	Q3_K_M	3298087072	6000000
library/codellama	codellama:7b-code-q3_K_S	Q3_K_S	2948386976	6000000
library/codellama	codellama:7b-code-q4_K_M	Q4_K_M	4081095328	6000000
library/codellama	codellama:7b-code-q4_K_S	Q4_K_S	3856831136	6000000
library/codellama	codellama:7b-instruct-q2_K	Q2_K	2826016416	6000000
library/codellama	codellama:7b-instruct-q3_K_L	Q3_K_L	3597193376	6000000
library/codellama	codellama:7b-instruct-q3_K_M	Q3_K_M	3298087072	6000000
library/codellama	codellama:7b-instruct-q3_K_S	Q3_K_S	2948386976	6000000
library/codellama	codellama:7b-instruct-q4_K_M	Q4_K_M	4081095328	6000000
library/codellama	codellama:7b-instruct-q4_K_S	Q4_K_S	3856831136	6000000
library/codellama	codellama:7b-python-q2_K	Q2_K	2825940704	6000000
library/codellama	codellama:7b-python-q3_K_L	Q3_K_L	3597111008	6000000
library/codellama	codellama:7b-python-q3_K_M	Q3_K_M	3298004704	6000000
library/codellama	codellama:7b-python-q3_K_S	Q3_K_S	2948304608	6000000
library/codellama	codellama:7b-python-q4_K_M	Q4_K_M	4081004256	6000000
library/codellama	codellama:7b-python-q4_K_S	Q4_K_S	3856740064	6000000
library/codellama	codellama:code	Q4_0	3825898144	6000000
library/codellama	codellama:python	Q4_0	3825807072	6000000
library/mistral-nemo	mistral-nemo:12b	Q4_0	7071700672	5600000
library/mistral-nemo	mistral-nemo:12b-instruct-2407-fp16	F16	24504276672	5600000
library/mistral-nemo	mistral-nemo:12b-instruct-2407-q2_K	Q2_K	4791047872	5600000
library/mistral-nemo	mistral-nemo:12b-instruct-2407-q3_K_L	Q3_K_L	6561502912	5600000
library/mistral-nemo	mistral-nemo:12b-instruct-2407-q3_K_M	Q3_K_M	6083090112	5600000
library/mistral-nemo	mistral-nemo:12b-instruct-2407-q3_K_S	Q3_K_S	5534226112	5600000
library/mistral-nemo	mistral-nemo:12b-instruct-2407-q4_1	Q4_1	7795218112	5600000
library/mistral-nemo	mistral-nemo:12b-instruct-2407-q4_K_M	Q4_K_M	7477204672	5600000
library/mistral-nemo	mistral-nemo:12b-instruct-2407-q4_K_S	Q4_K_S	7120197312	5600000
library/mistral-nemo	mistral-nemo:12b-instruct-2407-q5_0	Q5_0	8518735552	5600000
library/mistral-nemo	mistral-nemo:12b-instruct-2407-q5_1	Q5_1	9242252992	5600000
library/mistral-nemo	mistral-nemo:12b-instruct-2407-q5_K_M	Q5_K_M	8727631552	5600000
library/mistral-nemo	mistral-nemo:12b-instruct-2407-q5_K_S	Q5_K_S	8518735552	5600000
library/mistral-nemo	mistral-nemo:12b-instruct-2407-q6_K	Q6_K	10056210112	5600000
library/mistral-nemo	mistral-nemo:12b-instruct-2407-q8_0	Q8_0	13022369472	5600000
library/qwen3-vl	qwen3-vl:235b	Q4_K_M	143268630400	5600000
library/qwen3-vl	qwen3-vl:2b	Q4_K_M	1889496384	5600000
library/qwen3-vl	qwen3-vl:2b-instruct	Q4_K_M	1889496480	5600000
library/qwen3-vl	qwen3-vl:2b-instruct-bf16	BF16	4262638976	5600000
library/qwen3-vl	qwen3-vl:2b-instruct-q8_0	Q8_0	2626123168	5600000
library/qwen3-vl	qwen3-vl:2b-thinking-bf16	BF16	4262638880	5600000
library/qwen3-vl	qwen3-vl:2b-thinking-q8_0	Q8_0	2626123072	5600000
library/qwen3-vl	qwen3-vl:30b	Q4_K_M	19595386752	5600000
library/qwen3-vl	qwen3-vl:30b-a3b-instruct	Q4_K_M	19595386816	5600000
library/qwen3-vl	qwen3-vl:30b-a3b-thinking-q8_0	Q8_0	33529145216	5600000
library/qwen3-vl	qwen3-vl:32b	Q4_K_M	20910274496	5600000
library/qwen3-vl	qwen3-vl:32b-instruct	Q4_K_M	20910274592	5600000
library/qwen3-vl	qwen3-vl:4b	Q4_K_M	3295612832	5600000
library/qwen3-vl	qwen3-vl:4b-instruct	Q4_K_M	3295612928	5600000
library/qwen3-vl	qwen3-vl:4b-instruct-bf16	BF16	8883360224	5600000
library/qwen3-vl	qwen3-vl:4b-instruct-q8_0	Q8_0	5088887296	5600000
library/qwen3-vl	qwen3-vl:4b-thinking-bf16	BF16	8883360128	5600000
library/qwen3-vl	qwen3-vl:4b-thinking-q8_0	Q8_0	5088887200	5600000
library/qwen3-vl	qwen3-vl:8b	Q4_K_M	6140392576	5600000
library/qwen3-vl	qwen3-vl:8b-instruct	Q4_K_M	6140392672	5600000
library/qwen3-vl	qwen3-vl:8b-instruct-bf16	BF16	17542379680	5600000
library/qwen3-vl	qwen3-vl:8b-instruct-q8_0	Q8_0	9830261984	5600000
library/qwen3-vl	qwen3-vl:8b-thinking-bf16	BF16	17542379584	5600000
library/qwen3-vl	qwen3-vl:8b-thinking-q8_0	Q8_0	9830261888	5600000
library/tinyllama	tinyllama:1.1b-chat-v0.6-q2_K	Q2_K	483116416	5500000
library/tinyllama	tinyllama:1.1b-chat-v0.6-q3_K_L	Q3_K_L	592500096	5500000
library/tinyllama	tinyllama:1.1b-chat-v0.6-q3_K_M	Q3_K_M	550819200	5500000
library/tinyllama	tinyllama:1.1b-chat-v0.6-q3_K_S	Q3_K_S	500315520	5500000
library/tinyllama	tinyllama:1.1b-chat-v0.6-q4_1	Q4_1	702350720	5500000
library/tinyllama	tinyllama:1.1b-chat-v0.6-q4_K_M	Q4_K_M	668788096	5500000
library/tinyllama	tinyllama:1.1b-chat-v0.6-q4_K_S	Q4_K_S	643728768	5500000
library/tinyllama	tinyllama:1.1b-chat-v0.6-q5_0	Q5_0	767001984	5500000
library/tinyllama	tinyllama:1.1b-chat-v0.6-q5_1	Q5_1	831653248	5500000
library/tinyllama	tinyllama:1.1b-chat-v0.6-q5_K_M	Q5_K_M	783017344	5500000
library/tinyllama	tinyllama:1.1b-chat-v0.6-q5_K_S	Q5_K_S	767001984	5500000
library/tinyllama	tinyllama:1.1b-chat-v1-q2_K	Q2_K	483116416	5500000
library/tinyllama	tinyllama:1.1b-chat-v1-q3_K_L	Q3_K_L	592500096	5500000
library/tinyllama	tinyllama:1.1b-chat-v1-q3_K_M	Q3_K_M	550819200	5500000
library/tinyllama	tinyllama:1.1b-chat-v1-q3_K_S	Q3_K_S	500315520	5500000
library/tinyllama	tinyllama:1.1b-chat-v1-q4_1	Q4_1	702350720	5500000
library/tinyllama	tinyllama:1.1b-chat-v1-q4_K_M	Q4_K_M	668788096	5500000
library/tinyllama	tinyllama:1.1b-chat-v1-q4_K_S	Q4_K_S	643728768	5500000
library/tinyllama	tinyllama:1.1b-chat-v1-q5_0	Q5_0	767001984	5500000
library/tinyllama	tinyllama:1.1b-chat-v1-q5_1	Q5_1	831653248	5500000
library/tinyllama	tinyllama:1.1b-chat-v1-q5_K_M	Q5_K_M	783017344	5500000
library/tinyllama	tinyllama:1.1b-chat-v1-q5_K_S	Q5_K_S	767001984	5500000
library/tinyllama	tinyllama:v0.6	Q4_0	637699456	5500000
library/tinyllama	tinyllama:v1	Q4_0	637699456	5500000
library/minicpm-v	minicpm-v:8b	Q4_0	4429406528	5400000
library/minicpm-v	minicpm-v:8b-2.6-fp16	F16	15232135744	5400000
library/minicpm-v	minicpm-v:8b-2.6-q2_K	Q2_K	3014290240	5400000
library/minicpm-v	minicpm-v:8b-2.6-q3_K_L	Q3_K_L	4086664544	5400000
library/minicpm-v	minicpm-v:8b-2.6-q3_K_M	Q3_K_M	3806596448	5400000
library/minicpm-v	minicpm-v:8b-2.6-q3_K_S	Q3_K_S	3490573664	5400000
library/minicpm-v	minicpm-v:8b-2.6-q4_1	Q4_1	4871210240	5400000
library/minicpm-v	minicpm-v:8b-2.6-q4_K_M	Q4_K_M	4681089344	5400000
library/minicpm-v	minicpm-v:8b-2.6-q4_K_S	Q4_K_S	4455784768	5400000
library/minicpm-v	minicpm-v:8b-2.6-q5_0	Q5_0	5313013952	5400000
library/minicpm-v	minicpm-v:8b-2.6-q5_1	Q5_1	5754817664	5400000
library/minicpm-v	minicpm-v:8b-2.6-q5_K_M	Q5_K_M	5442668736	5400000
library/minicpm-v	minicpm-v:8b-2.6-q5_K_S	Q5_K_S	5313013952	5400000
library/minicpm-v	minicpm-v:8b-2.6-q6_K	Q6_K	6251846848	5400000
library/minicpm-v	minicpm-v:8b-2.6-q8_0	Q8_0	8095482304	5400000
library/llama3.2-vision	llama3.2-vision:11b	Q4_K_M	7816574592	5200000
library/llama3.2-vision	llama3.2-vision:11b-instruct-fp16	F16	21498177120	5200000
library/llama3.2-vision	llama3.2-vision:11b-instruct-q8_0	Q8_0	12272807552	5200000
library/llama3.2-vision	llama3.2-vision:90b	Q4_K_M	54622548736	5200000
library/llama3.2-vision	llama3.2-vision:90b-instruct-fp16	F16	177347126496	5200000
library/llama3.2-vision	llama3.2-vision:90b-instruct-q8_0	Q8_0	95099548928	5200000
library/qwen2.5vl	qwen2.5vl:32b	Q4_K_M	21159298208	4700000
library/qwen2.5vl	qwen2.5vl:32b-fp16	F16	66915327616	4700000
library/qwen2.5vl	qwen2.5vl:32b-q8_0	Q8_0	36151090848	4700000
library/qwen2.5vl	qwen2.5vl:3b	Q4_K_M	3200614720	4700000
library/qwen2.5vl	qwen2.5vl:3b-fp16	F16	7517349664	4700000
library/qwen2.5vl	qwen2.5vl:3b-q8_0	Q8_0	4575356736	4700000
library/qwen2.5vl	qwen2.5vl:72b	Q4_K_M	48709030400	4700000
library/qwen2.5vl	qwen2.5vl:72b-fp16	F16	146833500544	4700000
library/qwen2.5vl	qwen2.5vl:72b-q8_0	Q8_0	78624287232	4700000
library/qwen2.5vl	qwen2.5vl:7b	Q4_K_M	5969233408	4700000
library/qwen2.5vl	qwen2.5vl:7b-fp16	F16	16592620992	4700000
library/qwen2.5vl	qwen2.5vl:7b-q8_0	Q8_0	9404141056	4700000
library/deepseek-coder	deepseek-coder:1.3b	Q4_0	776066240	4600000
library/deepseek-coder	deepseek-coder:1.3b-base-q2_K	Q2_K	631705728	4600000
library/deepseek-coder	deepseek-coder:1.3b-base-q3_K_L	Q3_K_L	744583296	4600000
library/deepseek-coder	deepseek-coder:1.3b-base-q3_K_M	Q3_K_M	704966784	4600000
library/deepseek-coder	deepseek-coder:1.3b-base-q3_K_S	Q3_K_S	658862208	4600000
library/deepseek-coder	deepseek-coder:1.3b-base-q4_1	Q4_1	856084608	4600000
library/deepseek-coder	deepseek-coder:1.3b-base-q4_K_M	Q4_K_M	873582720	4600000
library/deepseek-coder	deepseek-coder:1.3b-base-q4_K_S	Q4_K_S	814796928	4600000
library/deepseek-coder	deepseek-coder:1.3b-base-q5_0	Q5_0	936104064	4600000
library/deepseek-coder	deepseek-coder:1.3b-base-q5_K_M	Q5_K_M	1001967744	4600000
library/deepseek-coder	deepseek-coder:1.3b-base-q5_K_S	Q5_K_S	953012352	4600000
library/deepseek-coder	deepseek-coder:1.3b-instruct-q2_K	Q2_K	631706816	4600000
library/deepseek-coder	deepseek-coder:1.3b-instruct-q3_K_L	Q3_K_L	744584384	4600000
library/deepseek-coder	deepseek-coder:1.3b-instruct-q3_K_M	Q3_K_M	704967872	4600000
library/deepseek-coder	deepseek-coder:1.3b-instruct-q3_K_S	Q3_K_S	658863296	4600000
library/deepseek-coder	deepseek-coder:1.3b-instruct-q4_1	Q4_1	856085696	4600000
library/deepseek-coder	deepseek-coder:1.3b-instruct-q4_K_M	Q4_K_M	873583808	4600000
library/deepseek-coder	deepseek-coder:1.3b-instruct-q4_K_S	Q4_K_S	814798016	4600000
library/deepseek-coder	deepseek-coder:1.3b-instruct-q5_0	Q5_0	936105152	4600000
library/deepseek-coder	deepseek-coder:1.3b-instruct-q5_K_M	Q5_K_M	1001968832	4600000
library/deepseek-coder	deepseek-coder:1.3b-instruct-q5_K_S	Q5_K_S	953013440	4600000
library/deepseek-coder	deepseek-coder:33b	Q4_0	18819441824	4600000
library/deepseek-coder	deepseek-coder:6.7b	Q4_0	3827819904	4600000
library/deepseek-coder	deepseek-coder:base	Q4_0	776065152	4600000
library/dolphin3	dolphin3:8b	Q4_K_M	4920749184	4099999
library/dolphin3	dolphin3:8b-llama3.1-fp16	F16	16068927552	4099999
library/dolphin3	dolphin3:8b-llama3.1-q8_0	Q8_0	8540791872	4099999
library/llama3.3	llama3.3:70b	Q4_K_M	42520398528	4099999
library/llama3.3	llama3.3:70b-instruct-fp16	F16	141117917888	4099999
library/llama3.3	llama3.3:70b-instruct-q2_K	Q2_K	26375113408	4099999
library/llama3.3	llama3.3:70b-instruct-q3_K_M	Q3_K_M	34267499200	4099999
library/llama3.3	llama3.3:70b-instruct-q3_K_S	Q3_K_S	30912056000	4099999
library/llama3.3	llama3.3:70b-instruct-q4_0	Q4_0	39969737408	4099999
library/llama3.3	llama3.3:70b-instruct-q4_K_S	Q4_K_S	40347224768	4099999
library/llama3.3	llama3.3:70b-instruct-q5_0	Q5_0	48657451712	4099999
library/llama3.3	llama3.3:70b-instruct-q5_1	Q5_1	53001308864	4099999
library/llama3.3	llama3.3:70b-instruct-q5_K_M	Q5_K_M	49949821632	4099999
library/llama3.3	llama3.3:70b-instruct-q6_K	Q6_K	57888148160	4099999
library/llama3.3	llama3.3:70b-instruct-q8_0	Q8_0	74975054528	4099999
library/smollm2	smollm2:1.7b	Q8_0	1820414656	4000000
library/smollm2	smollm2:135m	F16	270885952	4000000
library/smollm2	smollm2:135m-instruct-q2_K	Q2_K	88201792	4000000
library/smollm2	smollm2:135m-instruct-q3_K_L	Q3_K_L	97532992	4000000
library/smollm2	smollm2:135m-instruct-q3_K_M	Q3_K_M	93510208	4000000
library/smollm2	smollm2:135m-instruct-q3_K_S	Q3_K_S	88201792	4000000
library/smollm2	smollm2:135m-instruct-q4_0	Q4_0	91726912	4000000
library/smollm2	smollm2:135m-instruct-q4_1	Q4_1	98362432	4000000
library/smollm2	smollm2:135m-instruct-q4_K_M	Q4_K_M	105454144	4000000
library/smollm2	smollm2:135m-instruct-q4_K_S	Q4_K_S	102039616	4000000
library/smollm2	smollm2:135m-instruct-q5_0	Q5_0	104997952	4000000
library/smollm2	smollm2:135m-instruct-q5_1	Q5_1	111633472	4000000
library/smollm2	smollm2:135m-instruct-q5_K_M	Q5_K_M	112103488	4000000
library/smollm2	smollm2:135m-instruct-q5_K_S	Q5_K_S	109974592	4000000
library/smollm2	smollm2:135m-instruct-q6_K	Q6_K	138382912	4000000
library/smollm2	smollm2:135m-instruct-q8_0	Q8_0	144811072	4000000
library/smollm2	smollm2:360m	F16	725553792	4000000
library/smollm2	smollm2:360m-instruct-q2_K	Q2_K	218673792	4000000
library/smollm2	smollm2:360m-instruct-q3_K_L	Q3_K_L	246321792	4000000
library/smollm2	smollm2:360m-instruct-q3_K_M	Q3_K_M	234686592	4000000
library/smollm2	smollm2:360m-instruct-q3_K_S	Q3_K_S	218673792	4000000
library/smollm2	smollm2:360m-instruct-q4_0	Q4_0	229118592	4000000
library/smollm2	smollm2:360m-instruct-q4_1	Q4_1	248779392	4000000
library/smollm2	smollm2:360m-instruct-q4_K_S	Q4_K_S	259915392	4000000
library/deepseek-v3	deepseek-v3:671b	Q4_K_M	404430186016	3800000
library/deepseek-v3	deepseek-v3:671b-fp16	F16	1342273044000	3800000
library/deepseek-v3	deepseek-v3:671b-q8_0	Q8_0	713286512160	3800000
library/olmo2	olmo2:13b	Q4_K_M	8354349536	3800000
library/olmo2	olmo2:13b-1124-instruct-fp16	F16	27437613536	3800000
library/olmo2	olmo2:13b-1124-instruct-q8_0	Q8_0	14579450336	3800000
library/olmo2	olmo2:7b	Q4_K_M	4472020256	3800000
library/olmo2	olmo2:7b-1124-instruct-fp16	F16	14601854240	3800000
library/olmo2	olmo2:7b-1124-instruct-q8_0	Q8_0	7759895840	3800000
library/qwen3-embedding	qwen3-embedding:0.6b	Q8_0	639150592	3800000
library/qwen3-embedding	qwen3-embedding:0.6b-fp16	F16	1197629632	3800000
library/qwen3-embedding	qwen3-embedding:4b	Q4_K_M	2496703776	3800000
library/qwen3-embedding	qwen3-embedding:4b-fp16	F16	8049889824	3800000
library/qwen3-embedding	qwen3-embedding:4b-q8_0	Q8_0	4279660224	3800000
library/qwen3-embedding	qwen3-embedding:8b	Q4_K_M	4676804928	3800000
library/qwen3-embedding	qwen3-embedding:8b-fp16	F16	15141156384	3800000
library/qwen3-embedding	qwen3-embedding:8b-q8_0	Q8_0	8047105824	3800000
library/all-minilm	all-minilm:33m	F16	67308128	3500000
library/all-minilm	all-minilm:l6	F16	45949216	3500000
library/codegemma	codegemma:2b	Q4_0	1551189312	3200000
library/codegemma	codegemma:2b-code-q2_K	Q2_K	1157924160	3200000
library/codegemma	codegemma:2b-code-q3_K_L	Q3_K_L	1465591104	3200000
library/codegemma	codegemma:2b-code-q3_K_M	Q3_K_M	1383802176	3200000
library/codegemma	codegemma:2b-code-q3_K_S	Q3_K_S	1287980352	3200000
library/codegemma	codegemma:2b-code-q4_0	Q4_0	1551189312	3200000
library/codegemma	codegemma:2b-code-q4_1	Q4_1	1675052352	3200000
library/codegemma	codegemma:2b-code-q4_K_M	Q4_K_M	1630262592	3200000
library/codegemma	codegemma:2b-code-q4_K_S	Q4_K_S	1559840064	3200000
library/codegemma	codegemma:2b-code-q5_0	Q5_0	1798915392	3200000
library/codegemma	codegemma:2b-code-q5_1	Q5_1	1922778432	3200000
library/codegemma	codegemma:2b-code-q5_K_M	Q5_K_M	1839650112	3200000
library/codegemma	codegemma:2b-code-q5_K_S	Q5_K_S	1798915392	3200000
library/codegemma	codegemma:2b-code-v1.1-q2_K	Q2_K	1157924160	3200000
library/codegemma	codegemma:2b-code-v1.1-q3_K_L	Q3_K_L	1465591104	3200000
library/codegemma	codegemma:2b-code-v1.1-q3_K_M	Q3_K_M	1383802176	3200000
library/codegemma	codegemma:2b-code-v1.1-q3_K_S	Q3_K_S	1287980352	3200000
library/codegemma	codegemma:2b-code-v1.1-q4_1	Q4_1	1675052352	3200000
library/codegemma	codegemma:2b-code-v1.1-q4_K_M	Q4_K_M	1630262592	3200000
library/codegemma	codegemma:2b-code-v1.1-q4_K_S	Q4_K_S	1559840064	3200000
library/codegemma	codegemma:2b-code-v1.1-q5_0	Q5_0	1798915392	3200000
library/codegemma	codegemma:2b-code-v1.1-q5_K_M	Q5_K_M	1839650112	3200000
library/codegemma	codegemma:2b-code-v1.1-q5_K_S	Q5_K_S	1798915392	3200000
library/codegemma	codegemma:7b	Q4_0	5011843648	3200000
library/mistral-small	mistral-small:22b	Q4_0	12569159552	3100000
library/mistral-small	mistral-small:22b-instruct-2409-fp16	F16	44496725888	3100000
library/mistral-small	mistral-small:22b-instruct-2409-q2_K	Q2_K	8272095104	3100000
library/mistral-small	mistral-small:22b-instruct-2409-q3_K_L	Q3_K_L	11730429824	3100000
library/mistral-small	mistral-small:22b-instruct-2409-q3_K_M	Q3_K_M	10756827008	3100000
library/mistral-small	mistral-small:22b-instruct-2409-q3_K_S	Q3_K_S	9641273216	3100000
library/mistral-small	mistral-small:22b-instruct-2409-q4_1	Q4_1	13946988416	3100000
library/mistral-small	mistral-small:22b-instruct-2409-q4_K_M	Q4_K_M	13341239168	3100000
library/mistral-small	mistral-small:22b-instruct-2409-q4_K_S	Q4_K_S	12660385664	3100000
library/mistral-small	mistral-small:22b-instruct-2409-q5_0	Q5_0	15324817280	3100000
library/mistral-small	mistral-small:22b-instruct-2409-q5_1	Q5_1	16702646144	3100000
library/mistral-small	mistral-small:22b-instruct-2409-q5_K_M	Q5_K_M	15722555264	3100000
library/mistral-small	mistral-small:22b-instruct-2409-q5_K_S	Q5_K_S	15324817280	3100000
library/mistral-small	mistral-small:22b-instruct-2409-q6_K	Q6_K	18252703616	3100000
