library/codellama	codellama:34b-python-q3_K_L	Q3_K_L	17771524224	6000000
library/codellama	codellama:34b	Q4_0	19052048512	6000000
library/codellama	codellama:34b-code	Q4_0	19052048512	6000000
library/codellama	codellama:34b-python	Q4_0	19052048512	6000000
library/codellama	codellama:34b-code-q4_K_S	Q4_K_S	19146420352	6000000
library/codellama	codellama:34b-instruct-q4_K_S	Q4_K_S	19146420352	6000000
library/codellama	codellama:34b-python-q4_K_S	Q4_K_S	19146420352	6000000
library/codellama	codellama:34b-code-q4_K_M	Q4_K_M	20219900032	6000000
library/codellama	codellama:34b-instruct-q4_K_M	Q4_K_M	20219900032	6000000
library/codellama	codellama:34b-python-q4_K_M	Q4_K_M	20219900032	6000000
library/codellama	codellama:34b-code-q4_1	Q4_1	21144612992	6000000
library/codellama	codellama:34b-instruct-q4_1	Q4_1	21144612992	6000000
library/codellama	codellama:34b-python-q4_1	Q4_1	21144612992	6000000
library/codellama	codellama:34b-code-q5_0	Q5_0	23237177472	6000000
library/codellama	codellama:34b-code-q5_K_S	Q5_K_S	23237177472	6000000
library/codellama	codellama:34b-instruct-q5_0	Q5_0	23237177472	6000000
library/codellama	codellama:34b-instruct-q5_K_S	Q5_K_S	23237177472	6000000
library/codellama	codellama:34b-python-q5_0	Q5_0	23237177472	6000000
library/codellama	codellama:34b-python-q5_K_S	Q5_K_S	23237177472	6000000
library/codellama	codellama:34b-code-q5_K_M	Q5_K_M	23838797952	6000000
library/codellama	codellama:34b-instruct-q5_K_M	Q5_K_M	23838797952	6000000
library/codellama	codellama:34b-python-q5_K_M	Q5_K_M	23838797952	6000000
library/codellama	codellama:34b-code-q5_1	Q5_1	25329741952	6000000
library/codellama	codellama:34b-instruct-q5_1	Q5_1	25329741952	6000000
library/codellama	codellama:34b-python-q5_1	Q5_1	25329741952	6000000
library/codellama	codellama:70b-code-q2_K	Q2_K	25462587840	6000000
library/codellama	codellama:70b-instruct-q2_K	Q2_K	25462587840	6000000
library/codellama	codellama:70b-python-q2_K	Q2_K	25462587840	6000000
library/codellama	codellama:13b-python-fp16	F16	26033303424	6000000
library/codellama	codellama:13b-code-fp16	F16	26033631552	6000000
library/codellama	codellama:13b-instruct-fp16	F16	26033631552	6000000
